,band,beak depth (mm),beak length (mm),species,year
2059,19041,9.6,10.3,fortis,2012
2060,19044,9.2,11.0,fortis,2012
2061,19048,8.2,10.1,fortis,2012
2062,19072,7.8,9.6,fortis,2012
2063,19082,8.6,10.9,fortis,2012
2064,19104,8.4,10.3,fortis,2012
2065,19114,7.7,9.8,fortis,2012
2066,19121,8.0,10.1,fortis,2012
2067,19126,8.7,10.4,fortis,2012
2068,19146,8.1,9.6,fortis,2012
2069,19164,8.8,10.6,fortis,2012
2070,19174,9.4,10.6,fortis,2012
2071,19203,10.0,11.9,fortis,2012
2072,19210,9.6,11.3,fortis,2012
2073,19217,9.6,11.3,fortis,2012
2074,19224,8.1,9.7,fortis,2012
2075,19226,7.5,9.7,fortis,2012
2076,19252,8.4,10.1,fortis,2012
2077,19263,7.9,10.0,fortis,2012
2078,19274,8.3,10.0,fortis,2012
2079,19280,8.9,10.0,fortis,2012
2080,19288,9.1,11.5,fortis,2012
2081,19328,7.7,9.5,fortis,2012
2082,19349,8.3,11.2,fortis,2012
2083,19362,8.6,10.7,fortis,2012
2084,19372,8.4,10.0,fortis,2012
2085,19382,7.7,9.8,fortis,2012
2086,19384,9.1,10.9,fortis,2012
2087,19392,7.7,9.2,fortis,2012
2088,19394,9.0,10.2,fortis,2012
2089,19422,10.2,11.3,fortis,2012
2090,19439,8.1,10.3,fortis,2012
2091,19461,8.6,10.7,fortis,2012
2092,19482,8.4,10.0,fortis,2012
2093,19502,8.1,9.7,fortis,2012
2094,19511,8.0,9.9,fortis,2012
2095,19536,8.3,10.7,fortis,2012
2096,19563,10.3,11.0,fortis,2012
2097,19568,8.0,9.7,fortis,2012
2098,19602,8.8,10.5,fortis,2012
2099,19604,9.0,11.7,fortis,2012
2100,19614,9.3,10.8,fortis,2012
2101,19623,7.6,9.1,fortis,2012
2102,19627,8.2,10.9,fortis,2012
2103,19642,10.0,12.2,fortis,2012
2104,19649,8.2,10.9,fortis,2012
2105,19654,8.2,10.7,fortis,2012
2106,19674,8.3,10.4,fortis,2012
2107,19682,7.8,9.7,fortis,2012
2108,19712,8.0,10.3,fortis,2012
2109,19734,8.4,9.8,fortis,2012
2110,19746,9.3,10.6,fortis,2012
2111,19749,8.9,10.5,fortis,2012
2112,19774,9.7,12.5,fortis,2012
2113,19782,7.6,9.2,fortis,2012
2114,19815,9.0,10.1,fortis,2012
2115,19820,8.6,10.6,fortis,2012
2116,19821,8.9,11.5,fortis,2012
2117,19829,8.6,10.8,fortis,2012
2118,19832,8.8,10.5,fortis,2012
2119,19835,8.5,10.1,fortis,2012
2120,19840,9.2,10.7,fortis,2012
2121,19849,8.0,9.6,fortis,2012
2122,19874,9.4,10.7,fortis,2012
2123,19878,7.7,10.1,fortis,2012
2124,19889,8.4,10.0,fortis,2012
2125,19914,8.5,10.0,fortis,2012
2126,19921,9.0,10.4,fortis,2012
2127,19922,9.0,10.4,fortis,2012
2128,19928,9.3,11.7,fortis,2012
2129,19932,8.7,10.6,fortis,2012
2130,19942,8.1,11.5,fortis,2012
2131,19946,8.7,10.7,fortis,2012
2132,19947,7.9,10.4,fortis,2012
2133,19952,7.7,10.1,fortis,2012
2134,19974,8.4,10.8,fortis,2012
2135,19993,9.25,11.5,fortis,2012
2136,19994,8.1,11.1,fortis,2012
2137,21049,8.3,9.9,fortis,2012
2138,21052,8.5,10.5,fortis,2012
2139,21080,9.9,12.2,fortis,2012
2140,21082,8.4,10.9,fortis,2012
2141,21087,9.9,12.9,fortis,2012
2142,21088,7.2,9.7,fortis,2012
2143,21089,8.2,9.7,fortis,2012
2144,21090,8.2,10.0,fortis,2012
2145,21129,8.3,10.1,fortis,2012
2146,21160,8.4,10.2,fortis,2012
2147,21161,7.5,9.6,fortis,2012
2148,21162,8.2,9.9,fortis,2012
2149,21165,8.6,10.6,fortis,2012
2150,21169,8.2,9.8,fortis,2012
2151,21191,8.8,11.1,fortis,2012
2152,21244,8.5,10.0,fortis,2012
2153,21247,8.1,10.9,fortis,2012
2154,21249,8.3,10.0,fortis,2012
2155,21258,8.5,10.6,fortis,2012
2156,21259,8.1,10.7,fortis,2012
2157,21261,7.3,9.4,fortis,2012
2158,21262,8.0,10.1,fortis,2012
2159,21265,10.2,11.8,fortis,2012
2160,21266,11.1,12.2,fortis,2012
2161,21272,9.9,12.9,fortis,2012
2162,21273,8.7,10.1,fortis,2012
2163,21276,8.3,10.1,fortis,2012
2164,21277,7.8,9.0,fortis,2012
2165,21282,9.9,11.7,fortis,2012
2166,21283,10.3,10.9,fortis,2012
2167,21287,8.4,10.4,fortis,2012
2168,21293,8.7,12.7,fortis,2012
2169,21294,9.8,10.5,fortis,2012
2170,21296,8.7,9.6,fortis,2012
2171,21298,9.0,10.6,fortis,2012
2172,21299,7.8,10.4,fortis,2012
2173,21341,8.5,10.5,fortis,2012
2174,21343,8.2,10.1,fortis,2012
2175,21349,9.2,10.6,fortis,2012
2176,22000,9.0,10.6,fortis,2012
2177,19026,9.4,14.3,scandens,2012
2178,19028,8.9,12.5,scandens,2012
2179,19029,9.5,13.7,scandens,2012
2180,19094,11.0,13.8,scandens,2012
2181,19122,8.7,12.0,scandens,2012
2182,19125,8.4,13.0,scandens,2012
2183,19129,9.1,13.0,scandens,2012
2184,19172,8.7,13.6,scandens,2012
2185,19182,10.2,12.8,scandens,2012
2186,19212,9.6,13.6,scandens,2012
2187,19214,8.85,12.95,scandens,2012
2188,19244,8.8,13.1,scandens,2012
2189,19251,9.5,13.4,scandens,2012
2190,19260,9.2,13.9,scandens,2012
2191,19270,9.0,12.3,scandens,2012
2192,19278,9.8,14.0,scandens,2012
2193,19289,9.3,12.5,scandens,2012
2194,19299,9.0,12.3,scandens,2012
2195,19312,10.2,13.9,scandens,2012
2196,19326,7.7,13.1,scandens,2012
2197,19343,9.0,12.5,scandens,2012
2198,19374,9.5,13.9,scandens,2012
2199,19401,9.4,13.7,scandens,2012
2200,19406,8.0,12.0,scandens,2012
2201,19408,8.9,14.4,scandens,2012
2202,19426,9.4,13.5,scandens,2012
2203,19430,9.5,13.8,scandens,2012
2204,19433,8.0,13.0,scandens,2012
2205,19438,10.0,14.9,scandens,2012
2206,19452,8.95,12.5,scandens,2012
2207,19466,8.2,12.3,scandens,2012
2208,19469,8.8,12.8,scandens,2012
2209,19486,9.2,13.4,scandens,2012
2210,19492,9.4,13.8,scandens,2012
2211,19493,9.5,13.5,scandens,2012
2212,19494,8.1,13.5,scandens,2012
2213,19495,9.5,13.4,scandens,2012
2214,19496,8.4,12.3,scandens,2012
2215,19497,9.3,14.35,scandens,2012
2216,19510,9.3,13.2,scandens,2012
2217,19513,9.6,13.8,scandens,2012
2218,19518,9.2,14.6,scandens,2012
2219,19526,10.0,14.3,scandens,2012
2220,19527,8.9,13.8,scandens,2012
2221,19528,10.5,13.6,scandens,2012
2222,19543,8.9,12.9,scandens,2012
2223,19553,8.6,13.0,scandens,2012
2224,19554,8.8,13.5,scandens,2012
2225,19573,9.15,13.2,scandens,2012
2226,19592,9.5,13.7,scandens,2012
2227,19594,9.1,13.1,scandens,2012
2228,19597,10.2,13.2,scandens,2012
2229,19598,8.4,12.6,scandens,2012
2230,19599,10.0,13.0,scandens,2012
2231,19619,10.2,13.9,scandens,2012
2232,19622,9.3,13.2,scandens,2012
2233,19652,10.8,15.0,scandens,2012
2234,19653,8.3,13.37,scandens,2012
2235,19664,7.8,11.4,scandens,2012
2236,19692,9.8,13.8,scandens,2012
2237,19720,7.9,13.0,scandens,2012
2238,19740,8.9,13.0,scandens,2012
2239,19747,7.7,13.1,scandens,2012
2240,19766,8.9,12.8,scandens,2012
2241,19783,9.4,13.3,scandens,2012
2242,19844,9.4,13.5,scandens,2012
2243,19848,8.5,12.4,scandens,2012
2244,19852,8.5,13.1,scandens,2012
2245,19854,9.6,14.0,scandens,2012
2246,19855,10.2,13.5,scandens,2012
2247,19868,8.8,11.8,scandens,2012
2248,19882,9.5,13.7,scandens,2012
2249,19900,9.3,13.2,scandens,2012
2250,19910,9.0,12.2,scandens,2012
2251,19936,9.2,13.0,scandens,2012
2252,19940,8.7,13.1,scandens,2012
2253,19941,9.0,14.7,scandens,2012
2254,19951,9.1,13.7,scandens,2012
2255,19955,8.7,13.5,scandens,2012
2256,19956,9.4,13.3,scandens,2012
2257,21040,9.8,14.1,scandens,2012
2258,21041,8.6,12.5,scandens,2012
2259,21045,10.6,13.7,scandens,2012
2260,21047,9.0,14.6,scandens,2012
2261,21053,9.5,14.1,scandens,2012
2262,21057,8.1,12.9,scandens,2012
2263,21070,9.3,13.9,scandens,2012
2264,21081,9.6,13.4,scandens,2012
2265,21092,8.5,13.0,scandens,2012
2266,21093,8.2,12.7,scandens,2012
2267,21106,8.0,12.1,scandens,2012
2268,21109,9.5,14.0,scandens,2012
2269,21111,9.7,14.9,scandens,2012
2270,21113,9.9,13.9,scandens,2012
2271,21131,9.1,12.9,scandens,2012
2272,21135,9.5,14.6,scandens,2012
2273,21136,9.8,14.0,scandens,2012
2274,21159,8.4,13.0,scandens,2012
2275,21167,8.3,12.7,scandens,2012
2276,21176,9.6,14.0,scandens,2012
2277,21248,9.4,14.1,scandens,2012
2278,21253,10.0,14.1,scandens,2012
2279,21255,8.9,13.0,scandens,2012
2280,21256,9.1,13.5,scandens,2012
2281,21257,9.8,13.4,scandens,2012
2282,21260,9.3,13.9,scandens,2012
2283,21263,9.9,13.1,scandens,2012
2284,21267,8.9,12.9,scandens,2012
2285,21268,8.5,14.0,scandens,2012
2286,21270,10.6,14.0,scandens,2012
2287,21271,9.3,14.1,scandens,2012
2288,21278,8.9,14.7,scandens,2012
2289,21279,8.9,13.4,scandens,2012
2290,21280,9.7,13.8,scandens,2012
2291,21281,9.8,13.4,scandens,2012
2292,21285,10.5,13.8,scandens,2012
2293,21286,8.4,12.4,scandens,2012
2294,21288,10.0,14.1,scandens,2012
2295,21289,9.0,12.9,scandens,2012
2296,21290,8.7,13.9,scandens,2012
2297,21291,8.8,14.3,scandens,2012
2298,21292,8.4,13.2,scandens,2012
2299,21295,9.3,14.2,scandens,2012
2300,21297,9.8,13.0,scandens,2012
2301,21340,8.9,14.6,scandens,2012
2302,21342,9.8,13.1,scandens,2012
2303,21347,9.1,15.2,scandens,2012
